TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef,SourceTableID
6,A,2021,2021,441,Taxes on production and imports less subsidies,51.1,6,6
6,A,2021,2021,445,Gross operating surplus,56.3,6,6
6,A,2021,2021,445,Food and beverage stores,196.9,6,6
6,A,2021,2021,445,Taxes on production and imports less subsidies,25.4,6,6
6,A,2021,2021,445,Compensation of employees,115.2,6,6
6,A,2021,2021,44RT,Gross operating surplus,537.9,6,6
6,A,2021,2021,44RT,Retail trade,1537.4,6,6
6,A,2021,2021,44RT,Compensation of employees,748.0,6,6
6,A,2021,2021,44RT,Taxes on production and imports less subsidies,251.5,6,6
6,A,2021,2021,452,Taxes on production and imports less subsidies,46.2,6,6
6,A,2021,2021,452,Compensation of employees,111.3,6,6
6,A,2021,2021,452,Gross operating surplus,25.7,6,6
6,A,2021,2021,452,General merchandise stores,183.2,6,6
6,A,2021,2021,481,Gross operating surplus,39.3,6,6
6,A,2021,2021,481,Taxes on production and imports less subsidies,0.4,6,6
6,A,2021,2021,481,Compensation of employees,57.8,6,6
6,A,2021,2021,481,Air transportation,97.4,6,6
6,A,2021,2021,482,Rail transportation,45.4,6,6
6,A,2021,2021,482,Compensation of employees,20.0,6,6
6,A,2021,2021,482,Taxes on production and imports less subsidies,-2.7,6,6
6,A,2021,2021,482,Gross operating surplus,28.1,6,6
6,A,2021,2021,483,Water transportation,19.8,6,6
6,A,2021,2021,483,Compensation of employees,7.3,6,6
6,A,2021,2021,483,Gross operating surplus,11.9,6,6
6,A,2021,2021,483,Taxes on production and imports less subsidies,0.6,6,6
6,A,2021,2021,484,Gross operating surplus,109.3,6,6
6,A,2021,2021,484,Truck transportation,231.2,6,6
6,A,2021,2021,484,Compensation of employees,121.3,6,6
6,A,2021,2021,484,Taxes on production and imports less subsidies,0.6,6,6
6,A,2021,2021,485,Taxes on production and imports less subsidies,-1.8,6,6
6,A,2021,2021,485,Transit and ground passenger transportation,47.1,6,6
6,A,2021,2021,485,Gross operating surplus,23.5,6,6
6,A,2021,2021,485,Compensation of employees,25.4,6,6
6,A,2021,2021,486,Compensation of employees,8.2,6,6
6,A,2021,2021,486,Gross operating surplus,29.6,6,6
6,A,2021,2021,486,Pipeline transportation,41.9,6,6
6,A,2021,2021,486,Taxes on production and imports less subsidies,4.1,6,6
6,A,2021,2021,487OS,Other transportation and support activities,196.2,6,6
6,A,2021,2021,487OS,Taxes on production and imports less subsidies,0.3,6,6
6,A,2021,2021,487OS,Gross operating surplus,69.3,6,6
6,A,2021,2021,487OS,Compensation of employees,126.6,6,6
6,A,2021,2021,48TW,Taxes on production and imports less subsidies,1.7,6,6
6,A,2021,2021,48TW,Transportation and warehousing,779.3,6,6
6,A,2021,2021,48TW,Gross operating surplus,316.7,6,6
6,A,2021,2021,48TW,Compensation of employees,460.9,6,6
6,A,2021,2021,493,Gross operating surplus,5.7,6,6
6,A,2021,2021,493,Warehousing and storage,100.2,6,6
6,A,2021,2021,493,Taxes on production and imports less subsidies,0.2,6,6
6,A,2021,2021,493,Compensation of employees,94.2,6,6
6,A,2021,2021,4A0,Compensation of employees,365.4,6,6
6,A,2021,2021,4A0,Other retail,839.6,6,6
6,A,2021,2021,4A0,Gross operating surplus,345.4,6,6
6,A,2021,2021,4A0,Taxes on production and imports less subsidies,128.8,6,6
6,A,2021,2021,51,Compensation of employees,508.6,6,6
6,A,2021,2021,51,Information,1312.6,6,6
6,A,2021,2021,51,Gross operating surplus,747.0,6,6
6,A,2021,2021,51,Taxes on production and imports less subsidies,57.0,6,6
6,A,2021,2021,511,Gross operating surplus,184.1,6,6
6,A,2021,2021,511,"Publishing industries, except internet (includes software)",352.1,6,6
6,A,2021,2021,511,Taxes on production and imports less subsidies,5.2,6,6
6,A,2021,2021,511,Compensation of employees,162.9,6,6
6,A,2021,2021,512,Motion picture and sound recording industries,93.1,6,6
6,A,2021,2021,512,Compensation of employees,43.3,6,6
6,A,2021,2021,512,Taxes on production and imports less subsidies,1.8,6,6
6,A,2021,2021,512,Gross operating surplus,48.0,6,6
6,A,2021,2021,513,Compensation of employees,116.8,6,6
6,A,2021,2021,513,Taxes on production and imports less subsidies,43.6,6,6
6,A,2021,2021,513,Gross operating surplus,337.9,6,6
6,A,2021,2021,513,Broadcasting and telecommunications,498.3,6,6
6,A,2021,2021,514,Gross operating surplus,177.1,6,6
6,A,2021,2021,514,Compensation of employees,185.6,6,6
6,A,2021,2021,514,"Data processing, internet publishing, and other information services",369.1,6,6
6,A,2021,2021,514,Taxes on production and imports less subsidies,6.4,6,6
6,A,2021,2021,52,Finance and insurance,1862.4,6,6
6,A,2021,2021,52,Compensation of employees,990.6,6,6
6,A,2021,2021,52,Taxes on production and imports less subsidies,60.7,6,6
6,A,2021,2021,52,Gross operating surplus,811.0,6,6
6,A,2021,2021,521CI,Compensation of employees,349.5,6,6
6,A,2021,2021,521CI,Taxes on production and imports less subsidies,20.3,6,6
6,A,2021,2021,521CI,"Federal Reserve banks, credit intermediation, and related activities",844.1,6,6
6,A,2021,2021,521CI,Gross operating surplus,474.3,6,6
6,A,2021,2021,523,Gross operating surplus,39.0,6,6
6,A,2021,2021,523,Taxes on production and imports less subsidies,6.0,6,6
6,A,2021,2021,523,"Securities, commodity contracts, and investments",358.2,6,6
6,A,2021,2021,523,Compensation of employees,313.2,6,6
6,A,2021,2021,524,Compensation of employees,323.8,6,6
6,A,2021,2021,524,Taxes on production and imports less subsidies,33.9,6,6
6,A,2021,2021,524,Insurance carriers and related activities,637.5,6,6
6,A,2021,2021,524,Gross operating surplus,279.8,6,6
6,A,2021,2021,525,Taxes on production and imports less subsidies,0.6,6,6
6,A,2021,2021,525,Compensation of employees,4.1,6,6
6,A,2021,2021,525,Gross operating surplus,17.9,6,6
6,A,2021,2021,525,"Funds, trusts, and other financial vehicles",22.6,6,6
6,A,2021,2021,53,Compensation of employees,190.0,6,6
6,A,2021,2021,53,Gross operating surplus,2638.5,6,6
6,A,2021,2021,53,Real estate and rental and leasing,3152.3,6,6
6,A,2021,2021,53,Taxes on production and imports less subsidies,323.8,6,6
6,A,2021,2021,531,Compensation of employees,150.0,6,6
6,A,2021,2021,531,Gross operating surplus,2419.2,6,6
6,A,2021,2021,531,Taxes on production and imports less subsidies,301.6,6,6
6,A,2021,2021,531,Real estate,2870.8,6,6
6,A,2021,2021,532RL,Rental and leasing services and lessors of intangible assets,281.5,6,6
6,A,2021,2021,532RL,Taxes on production and imports less subsidies,22.2,6,6
6,A,2021,2021,532RL,Compensation of employees,40.0,6,6
6,A,2021,2021,532RL,Gross operating surplus,219.3,6,6
6,A,2021,2021,54,"Professional, scientific, and technical services",1885.2,6,6
6,A,2021,2021,54,Taxes on production and imports less subsidies,20.5,6,6
6,A,2021,2021,54,Compensation of employees,1313.0,6,6
6,A,2021,2021,54,Gross operating surplus,551.7,6,6
6,A,2021,2021,5411,Gross operating surplus,149.6,6,6
6,A,2021,2021,5411,Taxes on production and imports less subsidies,18.6,6,6
6,A,2021,2021,5411,Legal services,327.2,6,6
6,A,2021,2021,5411,Compensation of employees,158.9,6,6
6,A,2021,2021,5412OP,Gross operating surplus,346.3,6,6
6,A,2021,2021,5412OP,"Miscellaneous professional, scientific, and technical services",1121.9,6,6
6,A,2021,2021,5412OP,Taxes on production and imports less subsidies,-2.8,6,6
6,A,2021,2021,5412OP,Compensation of employees,778.4,6,6
6,A,2021,2021,5415,Compensation of employees,375.7,6,6
6,A,2021,2021,5415,Computer systems design and related services,436.1,6,6
6,A,2021,2021,5415,Gross operating surplus,55.8,6,6
6,A,2021,2021,5415,Taxes on production and imports less subsidies,4.7,6,6
6,A,2021,2021,55,Taxes on production and imports less subsidies,9.0,6,6
6,A,2021,2021,55,Gross operating surplus,39.5,6,6
6,A,2021,2021,55,Management of companies and enterprises,445.7,6,6
6,A,2021,2021,55,Compensation of employees,397.2,6,6
6,A,2021,2021,56,Gross operating surplus,194.1,6,6
6,A,2021,2021,56,Administrative and waste management services,740.1,6,6
6,A,2021,2021,56,Compensation of employees,543.5,6,6
6,A,2021,2021,56,Taxes on production and imports less subsidies,2.6,6,6
6,A,2021,2021,561,Gross operating surplus,167.3,6,6
6,A,2021,2021,561,Administrative and support services,671.9,6,6
6,A,2021,2021,561,Compensation of employees,505.7,6,6
6,A,2021,2021,561,Taxes on production and imports less subsidies,-1.1,6,6
6,A,2021,2021,562,Gross operating surplus,26.8,6,6
6,A,2021,2021,562,Waste management and remediation services,68.3,6,6
6,A,2021,2021,562,Compensation of employees,37.8,6,6
6,A,2021,2021,562,Taxes on production and imports less subsidies,3.6,6,6
6,A,2021,2021,6,Gross operating surplus,376.9,6,6
6,A,2021,2021,6,Taxes on production and imports less subsidies,-38.9,6,6
6,A,2021,2021,6,"Educational services, health care, and social assistance",2004.1,6,6
6,A,2021,2021,6,Compensation of employees,1666.1,6,6
6,A,2021,2021,61,Taxes on production and imports less subsidies,4.2,6,6
6,A,2021,2021,61,Gross operating surplus,37.8,6,6
6,A,2021,2021,61,Educational services,269.9,6,6
6,A,2021,2021,61,Compensation of employees,227.9,6,6
6,A,2021,2021,62,Compensation of employees,1438.2,6,6
6,A,2021,2021,62,Health care and social assistance,1734.2,6,6
6,A,2021,2021,62,Gross operating surplus,339.1,6,6
6,A,2021,2021,62,Taxes on production and imports less subsidies,-43.1,6,6
6,A,2021,2021,621,Taxes on production and imports less subsidies,-38.6,6,6
6,A,2021,2021,621,Compensation of employees,677.1,6,6
6,A,2021,2021,621,Ambulatory health care services,848.4,6,6
6,A,2021,2021,621,Gross operating surplus,209.9,6,6
6,A,2021,2021,622,Compensation of employees,461.2,6,6
6,A,2021,2021,622,Hospitals,566.4,6,6
6,A,2021,2021,622,Taxes on production and imports less subsidies,10.8,6,6
6,A,2021,2021,622,Gross operating surplus,94.4,6,6
6,A,2021,2021,623,Taxes on production and imports less subsidies,0.6,6,6
6,A,2021,2021,623,Compensation of employees,151.5,6,6
6,A,2021,2021,623,Nursing and residential care facilities,163.2,6,6
6,A,2021,2021,623,Gross operating surplus,11.1,6,6
6,A,2021,2021,624,Gross operating surplus,23.8,6,6
6,A,2021,2021,624,Social assistance,156.1,6,6
6,A,2021,2021,624,Compensation of employees,148.4,6,6
6,A,2021,2021,624,Taxes on production and imports less subsidies,-16.1,6,6
6,A,2021,2021,7,"Arts, entertainment, recreation, accommodation, and food services",911.0,6,6
6,A,2021,2021,7,Compensation of employees,545.7,6,6
6,A,2021,2021,7,Gross operating surplus,352.3,6,6
6,A,2021,2021,7,Taxes on production and imports less subsidies,12.9,6,6
6,A,2021,2021,71,Taxes on production and imports less subsidies,10.0,6,6
6,A,2021,2021,71,Gross operating surplus,85.7,6,6
6,A,2021,2021,71,Compensation of employees,119.8,6,6
6,A,2021,2021,71,"Arts, entertainment, and recreation",215.6,6,6
6,A,2021,2021,711AS,Gross operating surplus,63.5,6,6
6,A,2021,2021,711AS,"Performing arts, spectator sports, museums, and related activities",119.1,6,6
6,A,2021,2021,711AS,Compensation of employees,61.4,6,6
6,A,2021,2021,711AS,Taxes on production and imports less subsidies,-5.8,6,6
6,A,2021,2021,713,Taxes on production and imports less subsidies,15.9,6,6
6,A,2021,2021,713,Gross operating surplus,22.2,6,6
6,A,2021,2021,713,Compensation of employees,58.4,6,6
6,A,2021,2021,713,"Amusements, gambling, and recreation industries",96.5,6,6
6,A,2021,2021,72,Taxes on production and imports less subsidies,2.9,6,6
6,A,2021,2021,72,Gross operating surplus,266.6,6,6
6,A,2021,2021,72,Accommodation and food services,695.4,6,6
6,A,2021,2021,72,Compensation of employees,425.9,6,6
6,A,2021,2021,721,Compensation of employees,79.3,6,6
6,A,2021,2021,721,Taxes on production and imports less subsidies,21.6,6,6
6,A,2021,2021,721,Accommodation,176.9,6,6
6,A,2021,2021,721,Gross operating surplus,75.9,6,6
6,A,2021,2021,722,Compensation of employees,346.5,6,6
6,A,2021,2021,722,Gross operating surplus,190.7,6,6
6,A,2021,2021,722,Food services and drinking places,518.5,6,6
6,A,2021,2021,722,Taxes on production and imports less subsidies,-18.7,6,6
6,A,2021,2021,81,Gross operating surplus,133.0,6,6
6,A,2021,2021,81,Taxes on production and imports less subsidies,-1.9,6,6
6,A,2021,2021,81,"Other services, except government",484.5,6,6
6,A,2021,2021,81,Compensation of employees,353.4,6,6
6,A,2021,2021,FIRE,Taxes on production and imports less subsidies,384.5,6,6
6,A,2021,2021,FIRE,Compensation of employees,1180.6,6,6
6,A,2021,2021,FIRE,"Finance, insurance, real estate, rental, and leasing",5014.6,6,6
6,A,2021,2021,FIRE,Gross operating surplus,3449.5,6,6
6,A,2021,2021,G,Gross operating surplus,648.0,6,6
6,A,2021,2021,G,Taxes on production and imports less subsidies,-48.5,6,6
6,A,2021,2021,G,Government,2807.9,6,6
6,A,2021,2021,G,Compensation of employees,2208.4,6,6
6,A,2021,2021,GDP,Taxes on production and imports less subsidies,1074.0,6,6
6,A,2021,2021,GDP,Gross domestic product,23725.6,6,6
6,A,2021,2021,GDP,Gross operating surplus,10082.1,6,6
6,A,2021,2021,GDP,Compensation of employees,12569.6,6,6
6,A,2021,2021,GF,Federal,901.4,6,6
6,A,2021,2021,GF,Taxes on production and imports less subsidies,-9.7,6,6
6,A,2021,2021,GF,Gross operating surplus,335.4,6,6
6,A,2021,2021,GF,Compensation of employees,575.7,6,6
6,A,2021,2021,GFE,Taxes on production and imports less subsidies,-9.7,6,6
6,A,2021,2021,GFE,Compensation of employees,66.0,6,6
6,A,2021,2021,GFE,Government enterprises,74.7,6,6
6,A,2021,2021,GFE,Gross operating surplus,18.4,6,6
6,A,2021,2021,GFG,General government,826.6,6,6
6,A,2021,2021,GFG,Gross operating surplus,316.9,6,6
6,A,2021,2021,GFG,Compensation of employees,509.7,6,6
6,A,2021,2021,GFGD,Compensation of employees,294.8,6,6
6,A,2021,2021,GFGD,Gross operating surplus,179.2,6,6
6,A,2021,2021,GFGD,National defense,474.0,6,6
6,A,2021,2021,GFGN,Gross operating surplus,137.7,6,6
6,A,2021,2021,GFGN,Compensation of employees,214.9,6,6
6,A,2021,2021,GFGN,Nondefense,352.6,6,6
6,A,2021,2021,GSL,Gross operating surplus,312.6,6,6
6,A,2021,2021,GSL,State and local,1906.6,6,6
6,A,2021,2021,GSL,Compensation of employees,1632.7,6,6
6,A,2021,2021,GSL,Taxes on production and imports less subsidies,-38.7,6,6
6,A,2021,2021,GSLE,Compensation of employees,118.3,6,6
6,A,2021,2021,GSLE,Taxes on production and imports less subsidies,-38.7,6,6
6,A,2021,2021,GSLE,Government enterprises,140.0,6,6
6,A,2021,2021,GSLE,Gross operating surplus,60.4,6,6
6,A,2021,2021,GSLG,General government,1766.6,6,6
6,A,2021,2021,GSLG,Gross operating surplus,252.2,6,6
6,A,2021,2021,GSLG,Compensation of employees,1514.4,6,6
6,A,2021,2021,HS,Taxes on production and imports less subsidies,280.7,6,6
6,A,2021,2021,HS,Housing,2180.7,6,6
6,A,2021,2021,HS,Gross operating surplus,1877.7,6,6
6,A,2021,2021,HS,Compensation of employees,22.2,6,6
6,A,2021,2021,ICT,Compensation of employees,909.3,6,6
6,A,2021,2021,ICT,Information-communications-technology-producing industries <sup>3</sup>,1743.0,6,6
6,A,2021,2021,ICT,Gross operating surplus,770.0,6,6
6,A,2021,2021,ICT,Taxes on production and imports less subsidies,63.7,6,6
6,A,2021,2021,ORE,Gross operating surplus,541.4,6,6
6,A,2021,2021,ORE,Compensation of employees,127.8,6,6
6,A,2021,2021,ORE,Taxes on production and imports less subsidies,20.9,6,6
6,A,2021,2021,ORE,Other real estate,690.1,6,6
6,A,2021,2021,PGOOD,Private goods-producing industries <sup>1</sup>,3995.3,6,6
6,A,2021,2021,PGOOD,Taxes on production and imports less subsidies,60.8,6,6
6,A,2021,2021,PGOOD,Gross operating surplus,1992.1,6,6
6,A,2021,2021,PGOOD,Compensation of employees,1942.3,6,6
6,A,2021,2021,PROF,Compensation of employees,2253.7,6,6
6,A,2021,2021,PROF,Gross operating surplus,785.3,6,6
6,A,2021,2021,PROF,Taxes on production and imports less subsidies,32.1,6,6
6,A,2021,2021,PROF,Professional and business services,3071.1,6,6
6,A,2021,2021,PSERV,Taxes on production and imports less subsidies,1061.6,6,6
6,A,2021,2021,PSERV,Compensation of employees,8418.9,6,6
6,A,2021,2021,PSERV,Private services-producing industries <sup>2</sup>,16922.5,6,6
6,A,2021,2021,PSERV,Gross operating surplus,7442.0,6,6
6,A,2021,2021,PVT,Taxes on production and imports less subsidies,1122.5,6,6
6,A,2021,2021,PVT,Gross operating surplus,9434.1,6,6
6,A,2021,2021,PVT,Private industries,20917.7,6,6
6,A,2021,2021,PVT,Compensation of employees,10361.2,6,6
6,A,2022,2022,11,Gross operating surplus,226.3,6,6
6,A,2022,2022,11,Taxes on production and imports less subsidies,0.3,6,6
6,A,2022,2022,11,"Agriculture, forestry, fishing, and hunting",294.0,6,6
6,A,2022,2022,11,Compensation of employees,67.4,6,6
6,A,2022,2022,111CA,Compensation of employees,36.1,6,6
6,A,2022,2022,111CA,Taxes on production and imports less subsidies,-2.4,6,6
6,A,2022,2022,111CA,Farms,247.1,6,6
6,A,2022,2022,111CA,Gross operating surplus,213.3,6,6
6,A,2022,2022,113FF,Compensation of employees,31.3,6,6
6,A,2022,2022,113FF,Taxes on production and imports less subsidies,2.7,6,6
6,A,2022,2022,113FF,"Forestry, fishing, and related activities",47.0,6,6
6,A,2022,2022,113FF,Gross operating surplus,13.0,6,6
6,A,2022,2022,21,Gross operating surplus,325.0,6,6
6,A,2022,2022,21,Compensation of employees,77.8,6,6
6,A,2022,2022,21,Taxes on production and imports less subsidies,64.2,6,6
6,A,2022,2022,21,Mining,466.9,6,6
6,A,2022,2022,211,Oil and gas extraction,329.1,6,6
6,A,2022,2022,211,Taxes on production and imports less subsidies,52.7,6,6
6,A,2022,2022,211,Compensation of employees,26.4,6,6
6,A,2022,2022,211,Gross operating surplus,250.0,6,6
6,A,2022,2022,212,Compensation of employees,20.4,6,6
6,A,2022,2022,212,Taxes on production and imports less subsidies,8.9,6,6
6,A,2022,2022,212,"Mining, except oil and gas",75.4,6,6
6,A,2022,2022,212,Gross operating surplus,46.1,6,6
6,A,2022,2022,213,Compensation of employees,31.0,6,6
6,A,2022,2022,213,Support activities for mining,62.5,6,6
6,A,2022,2022,213,Taxes on production and imports less subsidies,2.6,6,6
6,A,2022,2022,213,Gross operating surplus,28.9,6,6
6,A,2022,2022,22,Utilities,440.8,6,6
6,A,2022,2022,22,Taxes on production and imports less subsidies,75.2,6,6
6,A,2022,2022,22,Compensation of employees,96.3,6,6
6,A,2022,2022,22,Gross operating surplus,269.3,6,6
6,A,2022,2022,23,Construction,1112.4,6,6
